"verbatimTypeStatus","standardTypeStatus","uri","checked","opinionBy","opinionDate"
"PARATYPE OF LEPTOTYPHLOPS COLUMBI, KLAUBER, 1939, TRANS. SAN DIEGO SOC. NAT. HIST., 9:62","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEPTOTYPHLOPS CONJUNCTUS INCOGNITUS, BROADLEY AND WATSON, 1976, OCC. PAPERS NAT. MUS. RHODESIA, 5:494","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEPTOTYPHLOPS EMINI PEMBAE, LOVERIDGE, 1941, PROC. BIOL. SOC. WASHINGTON, 54:177","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEPTOTYPHLOPS GREENWELLI, WALLACH AND BOUNDY, 2005, ANN. CARNEGIE MUS., 74:1","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEPTOTYPHLOPS MUNOAI, OREJAS-MIRANDA, 1961, ACTA BIOL. VENEZUELICA - UNIV. CENT., VENEZUELA 3:85","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEPTOTYPHLOPS PHILLIPSI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEPTOTYPHLOPS TENELLA, KLAUBER, 1939, TRANS. SAN DIEGO SOC. NAT. HIST., 9:59","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LIOLAEMUS CAPILLITAS, HULSE, 1979, ANN. CARNEGIE MUS., 48:204","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LIOLAEMUS DICKTRACYI, ESPINOZA AND LOBO, 2003, HERPETOLOGICA, 59(1):89-105","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LIOLAEMUS FITTKAUI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LIOLAEMUS HUACAHUASICUS, LAURENT, 1985, SPIXIANA 8(3):241","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LIOLAEMUS ROBUSTUS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LIOLAEMUS UMBRIFER, ESPINOZA AND LOBO, 2003, HERPETOLOGICA, 59(1):89-105","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LIOLAEMUS UMBRIFER,ESPINOZA AND LOBO, 2003, HERPETOLOGICA, 59(1):89-105","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LIOPHIS ANDINUS, DIXON, 1983, ANN. CARN. MUS. 52(6):129","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LIOPHIS ELAEOIDES, GRIFFIN, 1915, MEM. CARNEGIE MUS., 7:187.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LIOPHIS MELANOTUS LAMARI, DIXON AND MICHAUD, 1992, J. HERP. 26(3):255","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LIOPHIS MELANOTUS NESOS, DIXON AND MICHAUD, 1992, J. HERP. 26(3):256.","paratype",,1,"John Wieczorek","2017-08-25"
"Paratype of Lophuromys luteogaster","paratype",,1,"John Wieczorek","2017-08-25"
"Paratype of Luscinia pectoralis confusa (Hartert)","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LYGODACTYLUS CAPENSIS MOSSAMBICA, LOVERIDGE, 1920, PROC. ZOOL. SOC. LONDON: 135","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LYGODACTYLUS CAPENSIS MOSSAMBICA, LOVERIDGE, 1920, PROC. ZOOL. SOC. LONDON:135","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LYGODACTYLUS LAURAE, SCHMIDT, 1933, ANN. CARNEGIE MUS., 22:4","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LYGOSOMA ASSATUM IXBAAC","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LYGOSOMA CHERRIEI STUARTI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LYGOSOMA MEGEAGRIS HACKARSI, WITTE, 1941, EXPL. PARC NAT. UPEMBA MISS. G. F. DE WITTE, 33:138","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LYTHODYTES GAIGEI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MABUYA","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MABUYA [NAME UNDECIDED] SP. NOV HEDGES","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MABUYA CULEBRAE SP. NOV HEDGES & CONN","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MABUYA DUMASI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MABUYA FRENATA COCHABAMBAE","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MABUYA MERIDENSIS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MABUYA NEBULOSYLVESTRIS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MABUYA PERROTETII UPEMBAE, WITTE, 1953, EXPL. PARC NAT. UPEMBA MISS. G. F. DE WITTE, 6:100","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MABUYA QUINQUETAENIATA PULCHERRIMA, WITTE, 1953, EXPL. PARC NAT. UPEMBA MISS. G. F. DE WITTE, 6:103","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MABUYA TANDREFANA","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MABUYA TAVARATRA","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MABUYA VATO","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MABUYA VEZO","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MABUYA VOLAMENALOHA","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MABUYA ZULIAE","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MACROPROTODON CUCULLATUS IBERICUS, BUSACK AND MCCOY, 1990, ANN. CARN. MUS. 59:271","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MALACLEMMYS TERRAPIN TEQUESTA","paratype",,1,"John Wieczorek","2017-08-25"
"Paratype of Malacomys lukolelae ((Hatt))","paratype",,1,"John Wieczorek","2017-08-25"
"Paratype of Mallomys gunung","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MANACUS AURANTIACUS FLAVIVENTRIS, ALDRICH, J.W. 1937. THE BIRDS AND MAMMALS OF THE WESTERN SLOPE OF THE AZUERO PENINSULA. SCIENTIFIC PUBLICATIONS OF THE CLEVELAND MUSEUM OF NATURAL HISTORY, 7:27-139. PUBLISHED 31 AUG 1937.","paratype",,1,"John Wieczorek","2017-08-25"
"Paratype of Mastomys natalensis ((Smith))","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MEGALOPHRYS LIGAYAE TAYLOR, 1920, PHILIPP. JOUR. SCI., 16: 350","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MEGALOPHRYS STEJNEGERI TAYLOR, 1920, Natrix 7 (23): 2","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MEGALOPHRYS STEJNEGERI, TAYLOR, 1920, PHILIPP. JOUR. SCI., 16: 347","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MEGALOPHRYS STEJNEGERI, TAYLOR, 1920, PHILIPPINE JOUR. SCI., 16:347","paratype",,1,"John Wieczorek","2017-08-25"
"Paratype of Melipotes fumigatus kumawa (Diamond, 1985)","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MELOSPIZA MELODIA NICEAE, DICKERMAN. 1963. OCCASIONAL PAPERS OF THE MINNESOTA MUSEUM OF NATURAL HISTORY, 9:51.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MELOSPIZA MELODIA YURIRIA, PHILLIPS, A.R. & DICKERMAN, R.W. 1957. NOTES ON THE SONG SPARROWS OF THE MEXICAN PLATEAU. THE AUK, 74:381.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MICRIXALUS DIMUNITIVA","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MICROHYLA EREMITA","paratype",,1,"John Wieczorek","2017-08-25"
"Paratype of Micronycteris matses","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MICRURUS AFFINIS STANTONI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MICRURUS ANNELLATUS BOLIVIANUS, ROZE, 1967, AMER. MUS. NOVITATES, 2287:7","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MICRURUS DISTANS OLIVERI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MICRURUS FRONTALIS BRASILIENSIS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MICRURUS LATICOLLARIS MACULIROSTRIS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MICRURUS LEMNISCATUS DIUTIUS, BURGER, 1955, BOL. MUS. CIEN. NAT. (CARACAS), 1:9","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MICRURUS LIMBATUS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MICRURUS NIGROCINCTUS ALLENI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MICRURUS STEINDACHNERI ORCESI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MICRURUS TAMAULIPENSIS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MONOPELTIS CAPENSIS RHODESIANUS, BROADLEY, GANS AND VISSER, 1976, BULL. AMER. MUS. NAT. HIST., 157:394","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MORUNASAURUS GROI, DUNN, 1933 OCCAS. PAPERS BOSTON SOC. NAT. HIST., 8:76","paratype",,1,"John Wieczorek","2017-08-25"
"Paratype of Muntiacus putaoensis","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MYIARCHUS YUCATANENSIS LANYONI, PARKES, K.C. AND PHILLIPS, A.R. 1967. A NEW SUBSPECIES OF THE YUCATAN FLYCATCHER, MYIARCHUS YUCATANENSIS. CONDOR, 69:78-82. PUBLISHED JANUARY-FEBRUARY 1967.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF MYIOBORUS BRUNNICEPS PARIAE, PHELPS AND PHELPS, JR. 1949. EIGHT NEW BIRDS FROM THE TROPICAL ZONE OF THE PARIA PENINSULA. PROCEEDINGS OF THE BIOLOGICAL SOCIETY OF WASHINGTON, 62:40. PUBLISHED 27 APR 1949.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NAJA NAJA PHILIPPINENSIS, TAYLOR, 1922, PHILIPPINE BUR. SCI., PUBL. 16:265","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NATRIX CYCLOPION FLORIDANA","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NATRIX DENDROPHIOPS NEGROSENSIS, TAYLOR, 1917, PHILIPPINE JOUR. SCI., (D) 12:356","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NATRIX ERYTHROGASTER ALTA","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NATRIX ERYTHROGASTER FLAVIGASTER","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NATRIX ERYTHROGASTER FLAVIGASTER, CONANT, 1949, COPEIA: 2","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NATRIX ERYTHROGASTER NEGLECTA","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NATRIX HARTERI PAUCIMACULATA","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NATRIX HARTERI PAUCIMACULATA, TINKLE AND CONANT, 1961, SOUTHWESTERN NAT., 6:34","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NATRIX RHOMBIFERA BLANCHARDI, CLAY, 1938, ANN. CARNEGIE MUS., 27:251","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NATRIX RHOMBIFERA BLANCHARDI, CLAY, 1938, ANN. CARNEGIEMUS., 27:251","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NATRIX RIGIDA SINICOLA","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NATRIX RIGIDA SINICOLA, HUHEEY, 1959, COPEIA: 305","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NATRIX VALIDA ISABELLEAE","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NATRIX VALIDA ISABELLEAE, CONANT, 1952, CHICAGO ACAD. SCI., NAT. HIST. MOSC., 126:7","paratype",,1,"John Wieczorek","2017-08-25"
"Paratype of Neacomys paracou","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NECTARINIA JOHNSTONI IDIUS, MEARNS, E.A. 1910. DESCRIPTIONS OF TEN NEW AFRICAN BIRDS. SMITHSONIAN MISCELLANEOUS COLLECTIONS, VOL.56, NO.14:3. PUBLISHED 23 DEC 1910.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NECTURUS MACULOSUS LEWISI, BRIMLEY, 1924, JOUR. ELISHA MITCHELL SCI. SOC., 11:167","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NECTURUS MACULOSUS STICTUS. BISHOP, 1941, OCCAS. PAPERS MUS. ZOOL. UNIV. MICHIGAN, 451:9","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NEPHELORNIS ONEILLI KENNEDY","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NEPHELORNIS ONEILLI, LOWERY JR., G.H. AND TALLMAN, D.A. 1976. A NEW GENUS AND SPECIES OF NINE-PRIMARIED OSCINE OF UNCERTAIN AFFINITIES FROM PERU. THE AUK, 93:420-421.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NEPHRURUS LEVIS OCCIDENTALIS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NEPHRURUS VERTEBRALIS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NESOMIMUS BAURI RIDGWAY. 1894. DESCRIPTIONS OF TWENTY-TWO NEW SPECIES OF BIRDS FROM THE GALAPAGOS ISLANDS. PROCEEDINGS OF THE U.S. NATIONAL MUSEUM, 17:357-370. PAGE 357, PUBLISHED 15 NOV 1894.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NINIA SEBAE IMMACULATA","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NINIA SEBAE MORLEYI, SCHMIDT AND ANDREWS, 1936, FIELD MUS. NAT. HIST., ZOOL. SER., 20:169","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NONNULA RUBECULA INTERFLUVIALIS, PARKES, K.C. 1970. THE RACES OF THE RUSTY-BREASTED NUNLET. BULLETIN OF THE BRITISH ORNITHOLOGISTS' CLUB. 90 NO.6:154. PUBLISHED DECEMBER 1970.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF NUCRAS CAESICAUDATA, BROADLEY, 1972, ARNOLDIA 5(20):21","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF OEDIPINA POELZI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF OEDIPINA PSEUDOUNIFORMIS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF OEDIPUS BROMELIACIA","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF OEDIPUS ENGELHARDTI, SCHMIDT, 1936, FIELD MUS. NAT. HIST., ZOOL. SER. 20:156","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF OEDIPUS FLAVIMEMBRIS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF OEDIPUS MANNI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF OEDIPUS MULTIDENTATA","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF OEDIPUS MULTIDENTATA, TAYLOR, 1939, UNIV. KANSAS SCI. BULL., 25:156","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF OEDIPUS NASALIS, DUNN 1924, FIELD MUS. NAT HIST., ZOOL. SER. 12:97","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF OEDIPUS SMITHI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF OF CHAPERINA BEYERI, TAYLOR, 1920, PHILIPPINE JOUR. SCI., 16:333","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF OF ELAPS COLUMBIANUS, GRIFFIN, 1915, MEM. CARNEGIE MUS., 7:216","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF OPHEODRYS AESTIVUS CARINATUS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF OPHEODRYS AESTIVUS CARINATUS, GROBMAN, 1984, BULL. FLORIDA STATE MUS. BIOL. SCI. 29(4):164.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF OPHEODRYS AESTIVUS CONANTI GROBMAN, 1984, BULL. FLORIDA STATE MUS. BIOL. SCI. 29(4):166.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF OPHEODRYS AESTIVUS CONANTI, GROBMAN, 1984, BULL. FLORIDA STATE MUS. BIOL. SCI. 29(4):166","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF OPHEODRYS VERNALIS BLANCHARDI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF OPHEODRYS VERNALIS BOREALIS, GROBMAN, 1992, J. HERP. 26(2):178.","paratype",,1,"John Wieczorek","2017-08-25"
"Paratype of Otomys tropicalis faradjius","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF OXYRHOPUS FITZINGERI FRIZZELLI","paratype",,1,"John Wieczorek","2017-08-25"
"Paratype of Pachycephala soror octogenarii (Diamond, 1985)","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PACHYDACTYLUS BIBRONII PULITZERAE, SCHMIDT, 1933, ANN. CARNEGIE MUS., 22:6","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PACHYDACTYLUS CAPENSIS KATANGANUS, WITTE, 1953, EXPL. PARC NAT. UPEMBA MISS G. F. DE WITTE, 6:37","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PACHYDACTYLUS MCLACHLANI, BAUER, ET AL, PROCEEDINGS OF CALIFORNIA ACADEMY OF SCIENCES, 57, NO 23, PP 595-709.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PARAGEHYRA GABRIELLAE","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PAROEDURA KARSTOPHILA","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PAROEDURA MASOBE","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PAROEDURA TANJAKA","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PAROEDURA VAZIMBA","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PEDIOPLANIS HUSABENSIS, BERGER-DELL'MOUR AND MAYER, 1989, HERPETOZOA 1(3-4):89","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PELUSIOS WILLIAMSI LUTESCENS, LAURENT, 1965, ANN. MUS. ROY. AFRIQUE CENT., SER. 8, 135:16","paratype",,1,"John Wieczorek","2017-08-25"
"Paratype of Peneothello cryptoleucus maximus (Diamond, 1985)","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PENTHESTES CAROLINENSIS EXTIMUS, TODD, W.E.CLYDE AND SUTTON, G.M. 1936. PROCEEDINGS OF THE BIOLOGICAL SOCIETY OF WASHINGTON, 49:70.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PENTHESTES CAROLINENSIS EXTIMUS, TODD, W.E.CLYDE AND SUTTON, G.M. 1936. TAXONOMIC REMARKS OF THE CAROLINA CHICKADEE, PENTHESTES CAROLINENSIS. PROCEEDINGS OF THE BIOLOGICAL SOCIETY OF WASHINGTON, 49:70.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PERICROCOTUS FLAMMEUS NEGLECTUS, PARKES, K.C. 1974. GEOGRAPHIC VARIATION IN THE FLAME MINIVET ON THE ISLAND OF MINDANAO, PHILIPPINES. ANNALS OF CARNEGIA MUSEUM, 45:38-40. PUBLISHED 23 DECEMBER 1974.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHALACROCORAX AURITUS HEURETUS, WATSON G.E., OLSON S.L., AND MILLER J.R. 1991. A NEW SUBSPECIES OF THE DOUBLE-CRESTED CORMORANT. PROCEEDINGS OF THE BIOLOGICAL SOCIETY OF WASHINGTON, 104: 356-369. PUBLISHED 18 JUNE 1991.","paratype",,1,"John Wieczorek","2017-08-25"
"Paratype of Phalanger orientalis peninsulae","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHELSUMA ANTANOSY","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHELSUMA MALAMAKIBO","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHEUGOPEDIUS MACULIPECTUS MICROSTICTUS GRISCOM","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHEUGOPEDIUS MACULIPECTUS MICROSTICTUS, GRISCOM, L. 1930. CRITICAL NOTES ON CENTRAL AMERICAN BIRDS. NEW ENGLAND ZOOLOGICAL CLUB, 12:5. PUBLISHED 3 APR 1930.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHILAUTUS HAZELAE, TAYLOR, 1920, PHILIPPINE JOUR. SCI., 16:298","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHOLIDOBOLUS MACBRYDEI, MONTANUCCI, 1973, UNIV. KANSAS MUS. NAT. HIST., MISC. PUBL., 59:35","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHOLIDOBOLUS PREFRONTALIS, MONTANUCCI, 1973, UNIV. KANSAS MUS. NAT. HIST., MISC. PUBL., 59:32","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHRYNOBATRACHUS ANOTIS, SCHMIDT AND INGER, 1959, EXPL. PARC NAT. UPEMBA MISS. G. F. DE WITTE, 56:139","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHRYNOBATRACHUS CRYPTOTIS, 1959, EXPL. PARC NAT. UPEMBA MISS. G. F. DE WITTE, 56:143","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHRYNOSOMA ORBICULARE DURANGOENSIS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHYLLOBATES ZAPARO","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHYLLODACTYLUS DAVISI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHYLLODACTYLUS DUELLMANI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHYLLODACTYLUS LANEI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHYLLODACTYLUS LANEI RUPINUS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHYLLODACTYLUS MURALIS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHYLLODACTYLUS MURALIS ISTHMUS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHYLLOMEDUSA  PAILONA, SHREVE, 1959, BREIORA, 113:1","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHYLLOMEDUSA PAILONA, SHREVE, 1959, BREIORA, 113:1","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHYLLORHYNCHUS DECURTATUS NUBILUS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHYLLORHYNCHUS DECURTATUS PERKINSI, KLAUBER, 1935, BULL. ZOOL. SOC. SAN DIEGO, 12:11","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHYSALAEMUS AGUIRREI, BOKERMANN, 1966, PHYSIS, 26:194","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHYSALAEMUS CENTRALIS, BOKERMAN, 1962, REV. BRAS. BIOL., 22:216","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHYSALAEMUS CENTRALIS, BOKERMANN, 1962, REV. BRAS. BIOL., 22:216","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHYSALAEMUS CICADA, BOKERMANN, 1966, REV. BRAS. BIOL., 26:257","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHYSALAEMUS JORDANENSIS, BOKERMANN, 1967, REV. BRAS. BIO., 23:135","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PHYSALAEMUS OBTECTUS, BOKERMANN, 1966, PHYSIS, 26:197","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PICUS FLAVINUCHA MARIANAE, BISWAS. 1952. GEOGRAPHICAL VARIATION IN THE WOODPECKER PICUS FLAVINUCHA GOULD. IBIS, 94 ISSUE 2:210-219. PAGE 213.","paratype",,1,"John Wieczorek","2017-08-25"
"Paratype of Pinarolestes hamlini","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PITUOPHIS DEPPEI GIBSONI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PLATYSAURUS IMPERATOR, BROADLEY, 1962, OCC. PAPERS NAT. MUS. SO. RHODESIA, 3:816","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PLATYSAURUS MACULATUS, BROADLEY, 1965, ARNOLDIA, 1(33):1","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PLATYSAURUS PUNGWEENSIS BLAKEI, BROADLEY, 1964, ARNOLDIA, 1(5):1","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PLECTROHYLA ACANTHODES","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PLECTROHYLA MATUDAI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PLECTROHYLA SAGORUM","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PLETHODON ALBAGULA,GROBMAN, 1944, ANN. NEW YORK ACAD. SCI., 45: 283","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PLETHODON ASUPAK","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PLETHODON CADDOENSIS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PLETHODON CINEREUS ANGUSTUCLAVIUS, GROBMAN, 1944, ANN. NEW YORK ACAD. SCI., 45:302","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PLETHODON CINEREUS POLYCENTRATUS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PLETHODON CINEREUS SERRATUS, GROBMAN, 1944, ANN. NEW YORK ACAD. SCI., 45:306","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PLETHODON CLEMSONAE","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PLETHODON DIXI, POPE AND FOWLER, 1949, NAT. HIST. MISC. CHICAGO ACAD. SCI. 47:1","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PLETHODON GLUTINOSUS ALBAGULA, GROBMAN, 1944, ANN. NEW YORK ACAD. SCI., 45:283","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF PLETHODON GORDONI","paratype",,1,"John Wieczorek","2017-08-25"
